InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,TotalPrice,PaymentMethod,StoreID,ProductCategory,EmployeeID,PromotionCode
TLCIBQ,SIOVD,DZQKPMZSYPSSZKWNQCXJ,862,03/02/2023 16:25,9.06,11622.0,France,0.03,210.77,Cash,Store_B,Category_B,ZBMZI,LKRPS
LDMFVY,AEVCQ,HENMQNEVGQGNMEXWLBVO,750,09/12/2023 07:40,77.38,17976.0,Netherlands,0.27,131.84,Credit Card,Store_C,Category_A,GMRSC,
OSUCBH,YXVQU,XRHPLTPGXNOWHSDDHKGZ,157,03/29/2023 17:21,62.93,18634.0,Netherlands,0.42,242.75,Online,Store_A,Category_C,WKFQL,MUQFR
IJIYZP,BBBJT,EGVOAUMLZYAUBSFDRGFM,458,09/05/2023 23:22,5.47,,Germany,0.28,238.38,Online,Store_A,Category_A,KSMCH,YTZXO
VUJCGX,RZMQX,SDFGKSNACELSCQIYTZZR,401,06/13/2023 12:08,37.5,13575.0,Belgium,0.48,373.34,Online,Store_C,Category_B,NZMHU,VCATY
TVHKII,BOMOE,COFXHPOYXNMOTRMBFRZI,498,11/18/2023 17:48,41.33,17753.0,Germany,0.02,445.33,Credit Card,Store_B,Category_C,KPDJR,DVHDG
QMMYKQ,VDLRI,QTWRWWLFLJVBKKFYKVEV,528,05/26/2023 18:45,71.38,,Germany,0.45,389.95,Credit Card,Store_B,Category_A,AWOCC,RHFEM
PIWJDG,EJQUR,,533,03/06/2023 03:23,68.32,,United Kingdom,0.46,80.36,Cash,Store_B,Category_A,GNTHW,KERTR
GWOEBU,CDRUI,TYIXAXFGWIYXPTRUHWWP,798,01/27/2023 05:09,44.27,17635.0,Netherlands,0.38,342.42,Online,Store_B,Category_A,KDFRC,UOPPR
ZEDNNJ,DNGHU,ISYQNDXBSFWDVWCHZJLQ,579,03/13/2023 22:27,24.01,10846.0,Germany,0.28,192.75,Cash,Store_C,Category_B,YVGSH,CAKGT
JAHMOW,LITHS,EYEZNNLPLXYGWXZKTHON,226,09/17/2023 11:50,70.39,,Netherlands,0.42,107.08,Credit Card,Store_B,Category_C,DHWJD,SZRHN
JTWZXL,FDYDQ,BOSQJFDBPAGHERHLVUXP,849,02/26/2023 14:19,47.6,13309.0,Belgium,0.3,218.49,Credit Card,Store_C,Category_B,AGQWF,NZDMU
ZQXQMV,SYIIN,CCCUSFMDUZJUULDYVPVB,4906,01/23/2023 19:32,11.51,18632.0,Germany,0.15,166.74,Cash,Store_B,Category_A,HNHQK,YHQVD
,BMABP,XXAEJOUPGXKJSAYOGWVQ,511,06/08/2023 07:24,48.37,11686.0,Germany,0.1,296.29,Credit Card,Store_B,Category_B,RNWXV,YDOGA
DJIKYC,TZNHN,SFOEQSWCIWUMXJTHJAWD,617,05/17/2023 18:48,79.82,18314.0,United Kingdom,0.24,439.14,Credit Card,Store_A,Category_A,FVETT,NATZC
UTJMAA,XJDAP,LNORDPCNFRRKDSQERHQL,6,06/19/2023 14:51,708.32,16599.0,Belgium,0.03,175.42,Credit Card,Store_A,Category_C,WFSCT,TEOZX
MTCOKI,JTHIF,AIKNHFDHVLNTSBKRUAQD,424,08/27/2023 21:08,67.85,19548.0,United Kingdom,0.28,341.79,Cash,Store_C,Category_A,ETIOE,YUCJS
DZGVAL,FOIVW,BACSKHNVORVQPGFLGDKP,405,02/16/2023 15:44,46.98,11715.0,France,0.41,315.42,Credit Card,Store_A,Category_C,,IGVRG
NAFNKV,NHKZE,,733,03/18/2023 03:38,70.7,16882.0,United Kingdom,0.0,218.24,Online,Store_A,Category_B,QOHAV,HQRZI
VXGVIN,HOYLF,LVCTKHAKQCCXHHSDWXXT,274,08/29/2023 17:27,31.91,14428.0,Belgium,0.04,152.29,Credit Card,Store_B,Category_A,XLGBX,BIEKF
SPEVKG,WOBLT,FILPQUUHHDVMVLFGDCNE,708,03/06/2023 15:59,51.2,16384.0,Germany,0.46,257.74,Cash,Store_C,Category_B,RBGAA,PRJUQ
GMOWFV,UERVE,EUTOKDPKKCCATOGZFPXJ,912,02/26/2023 11:04,40.54,14926.0,United Kingdom,0.4,223.77,Online,Store_C,Category_A,LVWBE,IULQS
KEGIQF,NKAOV,,408,02/10/2023 04:13,48.08,11628.0,Germany,0.25,395.04,Cash,Store_A,Category_A,ZSYTG,SXSBG
LWLVYX,,WEWPUXTBOJFFSFQCJJXV,934,02/12/2023 07:25,32.54,18258.0,United Kingdom,0.23,348.63,Online,Store_C,Category_C,VJYJE,
IEORZH,,ALVOIXANXNZFWKNAXYHD,746,06/11/2023 01:22,27.62,10820.0,Belgium,0.23,472.31,Online,Store_C,Category_C,UATMB,IYCBW
ROOETE,ESSFY,WUOBVHVYYIAJCJNNREOV,950,11/15/2023 03:22,29.94,18544.0,Germany,0.37,391.53,Credit Card,Store_C,Category_C,QULAS,EAARY
LKGGDE,EFDBD,,165,08/15/2023 18:39,70.03,11839.0,France,0.34,376.24,Cash,Store_A,Category_C,EYTEF,VRUVI
SJPWOI,,GPPNSAHMAXEIFFVBNJPF,396,05/05/2023 19:48,79.7,17684.0,Netherlands,0.14,273.44,Credit Card,Store_B,Category_A,BQUAF,HGGKV
,,QAYYTKBIBQQPAOKGNLVS,4309,01/23/2023 11:58,3.54,16599.0,Germany,0.49,121.53,Credit Card,Store_C,Category_A,KAWQP,ZCMNX
XZIATW,YQZDI,MRNYXTUIHRSTPMFRVOAZ,446,01/29/2023 13:50,10.23,,United Kingdom,0.25,164.09,Cash,Store_B,Category_C,NFKYQ,ZEIAU
VGKIJU,CDAAL,IGDZOSLVKFMLYSOWGVAF,369,05/08/2023 04:30,85.14,19083.0,Belgium,0.35,414.82,Cash,Store_B,Category_A,KEXZE,GRAVU
NTHKMC,,IDVSPOKFYDBMJWAYUAJY,238,08/16/2023 07:45,95.67,12606.0,France,0.01,81.97,Cash,Store_B,Category_B,XTWVO,CPEYO
QKOPUE,APSOS,TISVVTIWYQEGOWNJZTQH,656,01/23/2023 01:58,82.67,10648.0,Netherlands,0.18,340.8,Credit Card,Store_A,Category_A,XZAIP,HHBOA
OUMGPG,BRAPM,NZAFVLKLOIELAXGPGNGZ,919,07/19/2023 17:27,15.41,17616.0,Netherlands,0.37,94.0,Online,Store_A,Category_C,RYMYN,
JZOIGC,FKLFS,RBBHFEVBTXCJUBVHXOQP,594,06/07/2023 18:49,53.78,10547.0,Germany,0.08,328.56,Cash,Store_C,Category_C,ORLRK,XCBIA
,BLSVV,QMYNFOQZFKHQMFBZOYVO,527,08/18/2023 07:14,458.91,17273.0,Germany,0.08,316.16,Credit Card,Store_A,Category_B,AHNHF,DPSST
OQCJSD,KHSZD,WWVCRFFTOLXYMVCXTZGV,669,05/25/2023 10:32,98.39,14964.0,Belgium,0.06,84.13,Cash,Store_C,Category_A,KVJZK,ROXMW
SQTJYC,FWKXG,MRZJLTTJYCMCWKIABWIL,792,06/12/2023 21:14,776.15,12908.0,Belgium,0.15,224.58,Cash,Store_A,Category_A,ZXEYQ,OGHIL
BSQDFZ,UTPJL,MZFFYHWQQYKTCDEXBGFN,350,05/19/2023 01:26,8.22,19037.0,France,0.4,385.2,Cash,Store_A,Category_B,GSKLL,GWXZK
DXQPGY,SWGHV,XRVRQNNMLGAFRGSTPYTK,972,10/14/2023 07:22,36.29,18203.0,United Kingdom,0.21,279.73,Cash,Store_C,Category_C,,GTIBY
DYNYFS,NHNAI,FAPHFBLZLUXIWNKHAVCF,46,05/04/2023 09:55,17.43,12600.0,Netherlands,0.43,383.46,Online,Store_C,Category_C,AXEWQ,GXDNO
JQYHWB,ZWIPG,PTSNMPUYTIDWKPJPCJZS,827,11/05/2023 12:50,20.68,19044.0,France,0.49,59.06,Cash,Store_B,Category_A,DQFGN,
EPMRPW,MWZBL,OABOPFYPCPOUZEVZEYYV,723,04/05/2023 03:14,34.3,15576.0,United Kingdom,0.43,35.16,Cash,Store_C,Category_C,,YZANJ
CDKBQE,,KVPKZCDIHSJSVMHHEMMK,-5,03/24/2023 02:25,28.77,10829.0,Belgium,0.37,394.22,Credit Card,Store_A,Category_A,RQMXH,PISXU
KJBXYB,BSPBI,WMPCAPXDFGOYNVODNYEI,873,08/14/2023 14:20,92.75,15057.0,United Kingdom,0.5,464.65,Credit Card,Store_B,Category_A,BEHGK,XCZVT
SQFVAL,FWNUV,NPCMQUMUXEGFFWCGKPHS,867,04/04/2023 08:31,464.28,15789.0,United Kingdom,0.2,34.97,Cash,Store_C,Category_B,VYRQV,IHNGE
VHRPLK,CTKKF,YRMOSJYEDQPZIMEVDUCD,660,04/17/2023 20:48,91.34,11369.0,France,0.01,208.85,Online,Store_C,Category_A,,RCPHH
GYEHNO,ETNEZ,IDDRHXQAVZEVMQPYDTPY,75,10/23/2023 06:56,47.42,10364.0,Belgium,0.19,477.46,Online,Store_A,Category_C,KDGJH,PDNXG
,TFZMY,SWCHHBNKLMWSVZXMDRDH,482,06/13/2023 18:23,97.59,19667.0,Netherlands,0.06,290.42,Online,Store_B,Category_C,,EAYUE
UQZZKR,JXEZK,SFMDPZKIIONUNVKTURLX,185,02/25/2023 08:44,26.68,11474.0,France,0.0,202.48,Credit Card,Store_A,Category_C,ALPUF,XDZNX
AQEOXO,WACLF,UTLWDFRRDKPQJBUJWNUP,873,06/21/2023 16:54,93.67,,Netherlands,0.39,276.33,Cash,Store_A,Category_C,DLVGO,XEPBT
NLDYHH,HLKPT,DPDRRVNMJXDJJACXENZF,996,12/07/2023 14:15,54.94,19403.0,France,0.42,414.44,Credit Card,Store_A,Category_A,ZPQOY,NCJPT
UJJNPO,IJJFQ,SOAUZWWQFGMDYCWCPRQS,1079,09/05/2023 09:14,74.34,17324.0,Germany,0.12,122.21,Online,Store_B,Category_A,FHRYT,HVSRU
CTPFVO,,TLVKIBJFRETRAHLZVFDM,126,09/12/2023 02:27,97.56,18875.0,United Kingdom,0.11,306.23,Online,Store_A,Category_A,TQUTM,ZUCYV
FXSYWG,,VDMZDHZKAQZTXVEXQVML,791,10/05/2023 09:19,9.65,15005.0,Netherlands,0.16,102.99,Credit Card,Store_A,Category_C,DBHTM,BQMEN
,YUAQA,PWCPFNIJLNJDWTXDRXLE,135,12/14/2023 13:00,67.83,17038.0,Belgium,0.46,15.8,Cash,Store_C,Category_A,VJJJC,JGUJH
,FJMPN,YIZXGUXCPTJAQLXFBEID,174,07/20/2023 19:06,5.63,14799.0,Netherlands,0.1,62.42,Online,Store_B,Category_C,ZUNFH,OAVPM
UFCYIR,FTGKI,MUZLMLIHJBBSVZPTSEID,309,10/26/2023 10:31,65.66,14887.0,France,0.2,87.26,Cash,Store_C,Category_A,AAVSA,IEWHZ
AZFHGU,JQKNM,BCAOWKGDVCUFVSQSCPBV,63,07/11/2023 13:41,45.12,17224.0,Netherlands,0.22,174.79,Credit Card,Store_A,Category_B,,UKRKL
VXKCFF,DRAHK,ROSBDGOYVFJAJCSYKZNS,137,12/04/2023 09:22,25.76,17240.0,United Kingdom,0.18,138.64,Online,Store_B,Category_A,LICEI,VTJEA
QSYPIS,ZGTKP,XMSFFVCGTWXZPVFXDAZQ,945,06/20/2023 09:02,9.21,18858.0,Belgium,0.45,381.62,Credit Card,Store_C,Category_A,LGTQD,XLEZT
YLTLAX,JLZAP,KLWRQJBXDJBPXIAWRDKL,449,02/08/2023 23:11,23.74,13283.0,France,0.4,49.08,Online,Store_A,Category_C,QNAUD,SSLES
AVMBOV,YJHVB,JOXILDMXKNLDRYLVMVEU,182,01/08/2023 12:32,939.93,15561.0,Germany,0.23,206.96,Cash,Store_C,Category_C,DKBRQ,AKRIW
QNKPPU,EHUAL,YVRBOYSMZVBISIKVQGMG,376,10/04/2023 20:10,5.12,17372.0,Belgium,0.13,142.1,Online,Store_B,Category_C,,LSVQJ
ULSPXS,HCKKR,,7,04/01/2023 18:42,59.62,12867.0,Netherlands,0.1,287.15,Cash,Store_C,Category_B,FJJXK,
KVWART,TPQRL,GGZFDMUYUXUZAMXPGYSP,103,07/12/2023 20:01,91.38,14542.0,United Kingdom,0.27,404.63,Credit Card,Store_A,Category_C,TYAPA,XXJZS
VHAAZC,FPDDG,IRXCYHRBLKAKGIJADQSK,794,05/30/2023 02:31,519.36,13521.0,France,0.21,391.53,Cash,Store_B,Category_A,IZTOB,QPQYE
STFERZ,SUQXI,XGQJPKNJDRMPROEFOWQZ,720,07/03/2023 19:27,49.58,12943.0,United Kingdom,0.19,331.33,Credit Card,Store_B,Category_B,USMSY,FCVIH
,EBGZL,,941,07/23/2023 02:01,31.93,12537.0,Netherlands,0.24,7.42,Credit Card,Store_C,Category_C,WHDXQ,YGHPO
PNGAGK,KBCRA,XTHBBQYOPNBHBYWMSDHP,814,08/21/2023 16:00,17.09,17027.0,Belgium,0.17,198.27,Credit Card,Store_B,Category_B,RWEAB,THJEN
PULGKQ,TAUIM,IFDKVXNOEQNTCXOLGYQT,3744,08/05/2023 20:40,53.31,16217.0,France,0.43,294.29,Credit Card,Store_C,Category_A,TTXXA,FXGIX
,YJGQW,WVXHSMRLVYMLOYPFWPWW,684,09/26/2023 05:00,3.86,14595.0,France,0.18,430.15,Cash,Store_C,Category_B,UBPVN,HBPHF
TFOVLL,LGODT,KJRVDHIWRMZVVIIRZSUV,498,09/03/2023 00:33,53.31,18959.0,France,0.39,156.66,Online,Store_B,Category_A,FGVZZ,BEOTU
TTMWPN,YRTEU,BOLJNNFQJDFPHMBTDNSB,974,07/31/2023 11:59,97.21,13017.0,United Kingdom,0.08,90.36,Cash,Store_A,Category_A,PCJRK,XCSYP
OELSYI,WYTOJ,CWOPOCMHCPJDLPIASSTP,589,03/23/2023 13:47,45.19,19530.0,Netherlands,0.32,380.39,Online,Store_A,Category_C,INCCA,IYMGC
RQZDTB,KQFDV,UDXIGCTVSZRGLCZCIDJZ,425,01/17/2023 23:24,49.57,14539.0,Germany,0.0,179.19,Online,Store_C,Category_B,WVQXY,TJKWN
KCRCWL,UKRNZ,LBIXTPUPIJMJRNTFMHKJ,916,02/04/2023 04:27,28.18,18736.0,Netherlands,0.22,183.11,Online,Store_B,Category_A,,JERBB
OEKOCH,AUFCS,OCCQMYUVJAZTGBOTRWAN,150,07/15/2023 06:36,8.8,,United Kingdom,0.14,313.88,Cash,Store_B,Category_B,QDEIC,QGUYX
FUMOES,HXRCT,,169,05/23/2023 04:27,94.97,16752.0,Netherlands,0.22,26.08,Credit Card,Store_B,Category_A,MATCN,QOBDY
,RCLSZ,GYGARGPALVQPSUBMZHZQ,436,07/06/2023 06:21,65.04,12941.0,Germany,0.02,85.45,Online,Store_B,Category_B,WMMCD,KEQRP
NYXHBF,BFIGB,NBAKHCUQXRCTXIHBKPAN,537,07/04/2023 05:12,48.09,11769.0,United Kingdom,0.37,47.97,Credit Card,Store_C,Category_B,,PNPSY
UFOUTI,PGLWE,SRSZEMGNVQMMMRJXEUSF,828,10/21/2023 01:20,58.58,15251.0,Belgium,0.35,235.84,Online,Store_B,Category_A,BENHK,XKVGC
PZUOAZ,MAIHS,ITDRNJJRUNKCLWTTOEHI,236,10/05/2023 09:07,9.87,16981.0,France,0.38,150.09,Credit Card,Store_C,Category_B,JDSXX,LGULH
HDVVRG,QUXLY,LYSIPJSKSNAAHCTAUOZG,2026,05/01/2023 22:30,44.44,,United Kingdom,0.38,119.18,Credit Card,Store_A,Category_A,UNGAO,JAYKZ
FPOSAO,LVZRS,BYYDHJLAMVILIUYMKFXS,580,05/28/2023 04:26,94.45,14533.0,Netherlands,0.42,148.69,Cash,Store_B,Category_B,GRGAF,DDRLV
XOYWMU,FCWNZ,YTWNONKVCLJRGUDOCBLU,28,11/24/2023 08:48,3.77,17169.0,Germany,0.46,252.76,Credit Card,Store_B,Category_C,IXDXB,LAHIN
OAPHLP,SQRLS,EJECRGIPOSPWLOCRQVHF,736,11/15/2023 04:06,42.06,11460.0,Belgium,0.37,167.54,Online,Store_C,Category_C,UGDXE,YIULY
XRWYHS,BLYQS,NQTTJBGOIJXOVSBQHDHV,942,02/27/2023 23:09,37.42,13687.0,United Kingdom,0.13,30.28,Cash,Store_C,Category_B,JSLDE,RODNM
IREFMY,OKPRO,VKCYVSXVKPGEWFARJWFB,664,12/25/2023 00:12,18.49,13295.0,Belgium,0.38,226.54,Credit Card,Store_B,Category_B,YHPFT,FXZMJ
JXPJEK,OPQGY,YBCZEVJMVFMFQFIEOMOL,894,02/19/2023 04:34,9.95,15883.0,United Kingdom,0.31,287.67,Cash,Store_C,Category_C,CWCEB,ICYWE
VDFYZN,FXEFN,ASCVZQSEBJCENXMFWOXV,671,03/03/2023 05:01,91.96,10942.0,Belgium,0.43,442.01,Cash,Store_C,Category_B,KPXID,MJWVK
PYEOBJ,SIIJA,VLBJQTSQRTKSTSGBLEUU,870,07/26/2023 19:27,39.38,14011.0,United Kingdom,0.27,20.32,Cash,Store_A,Category_B,SGKJN,WCNMF
BTNUDA,STXGB,FBCWZJFKTUNRVEYJHPMA,1,06/19/2023 19:17,37.13,19147.0,Netherlands,0.03,229.09,Online,Store_C,Category_A,TCZIU,OMALO
GCBINL,CBFTD,TCRAPTYKPLUAROTAGAMX,294,10/01/2023 05:53,93.2,12779.0,United Kingdom,0.13,25.27,Cash,Store_B,Category_C,KHVAY,AXSDR
YFYQPF,EPGNL,OSXCPQYNHKQCGZGGCYKU,799,03/17/2023 12:44,5.01,15183.0,Belgium,0.2,149.21,Cash,Store_B,Category_C,QSBCZ,
HPZBHC,,FLMLVYQDRXAIPLZNOINY,960,07/31/2023 21:09,2.58,17133.0,France,0.28,368.89,Cash,Store_B,Category_C,CXNIL,NRDER
VIJTEA,WABYW,GOIEGALGVFHLEJQCAYYM,796,06/30/2023 11:01,72.54,12205.0,United Kingdom,0.12,93.11,Credit Card,Store_B,Category_A,XQSMO,GDZJV
KKTDOR,JDYCR,NTPOQIOFHHSQCTDARFZY,4145,07/27/2023 10:53,75.33,18773.0,United Kingdom,0.18,161.58,Online,Store_A,Category_A,YVSHK,EYNUT
MAWQXK,WBUDD,SICYTZDPLUHMJLREKMSG,928,09/28/2023 15:32,208.94,14119.0,United Kingdom,0.19,190.45,Credit Card,Store_A,Category_B,CGXOF,YXZXZ
,,TQNWKYDOUZDGDGPYHWBA,170,01/22/2023 19:30,26.18,,Belgium,0.37,292.61,Cash,Store_B,Category_C,ZQSVO,
XNFCVC,,VOVDYJQTGKWLMTRNPPMY,104,07/05/2023 00:09,61.32,,France,0.41,131.72,Cash,Store_B,Category_C,VWHHA,
QQNFPM,,OVSMRFWIBXIFNYQWDSDH,176,07/30/2023 15:57,67.87,16976.0,Belgium,0.44,348.95,Cash,Store_B,Category_B,EDKRV,MJDRW
QEJUYE,RYAND,IVRIJTGSJCNYXIHPHGWD,976,12/20/2023 19:59,34.12,14489.0,Belgium,0.03,138.66,Online,Store_B,Category_B,PZAKI,ZRGNR
JDLMFT,OKWEI,FCVBPDLTKRELCRYYIGBD,736,01/07/2023 01:37,0.52,11320.0,France,0.49,102.87,Online,Store_A,Category_B,ZMEAI,VGMAE
,JSTRD,XYADXPMEYTEABXIJTYWX,244,10/25/2023 16:17,99.68,14098.0,Germany,0.42,75.47,Credit Card,Store_A,Category_C,QYJFQ,
BGBFEP,NBGBQ,IBUGPNJAKHNUAGSBNEZJ,111,05/01/2023 07:26,48.74,16364.0,Netherlands,0.15,282.79,Cash,Store_C,Category_C,RAWPB,VJHMD
PBYDIZ,QDRUV,ODLFNZEVXJCFHYEZFSKS,376,05/26/2023 22:57,38.44,17263.0,Belgium,0.4,309.92,Online,Store_C,Category_B,BVOKR,YVMSG
VYPWZP,RQPDU,XWDMHTWSJCXDSFXJINBX,108,11/13/2023 10:30,90.3,19555.0,France,0.37,67.51,Online,Store_B,Category_C,BUPUL,VCWQI
VGUDKE,HEAFU,TULEZQXBFGCXSXTYJIRJ,699,10/19/2023 05:48,88.52,14315.0,France,0.42,214.17,Credit Card,Store_A,Category_B,LGTSD,ZDQVK
TNCJML,TMEWV,TEYYTJVPNTMPUNXLOHTY,745,04/30/2023 00:52,38.17,10203.0,Germany,0.09,158.21,Cash,Store_C,Category_B,FIEQV,GAQCB
PYYGYI,WXCYE,OYADQWYZMYMHGMDKXSID,364,08/20/2023 11:43,76.19,16004.0,Netherlands,0.42,462.38,Online,Store_C,Category_A,SQZMH,
ZBMPAI,EBTZU,HSFXONGQNTQJGZASUDUA,575,09/25/2023 06:18,21.48,17817.0,Netherlands,0.29,430.25,Credit Card,Store_C,Category_B,WZQDA,
EWWJZH,APABB,QXXMIERBCEGNYIPCHJRA,485,03/01/2023 14:02,40.75,,Netherlands,0.36,288.76,Cash,Store_B,Category_B,GGFPH,
HIUBUJ,IDCBB,RIVIQDQTVQLHXODJPGFC,496,11/28/2023 17:07,36.41,10838.0,Netherlands,0.32,419.51,Cash,Store_B,Category_B,XAHOP,ZYSPM
VIWJBV,PZHFT,RFEOBYKGOQVBNEEUANND,789,05/09/2023 18:17,33.4,10243.0,Netherlands,0.19,344.28,Credit Card,Store_C,Category_C,UVVSN,EWUVI
,YFIIX,MKTWTRRLCYPURGYYCTJE,415,01/18/2023 07:46,76.7,16011.0,Belgium,0.18,341.17,Cash,Store_B,Category_C,AAKWO,PVSMP
JGBGWB,LDYMM,TFCFHMFPXSZSFBSVIPXY,107,06/13/2023 15:24,58.1,17195.0,United Kingdom,0.43,97.62,Cash,Store_C,Category_B,PTGRK,NLUPV
IKNTSP,AVJTB,VUVLPMJOXUXKKAFLPXGJ,123,05/07/2023 15:36,97.46,11157.0,Netherlands,0.03,265.86,Credit Card,Store_C,Category_C,KSQSQ,XDHDX
RUEMRM,TGDTA,UFBXEUONPXAWHDKIDSNP,739,04/15/2023 18:16,32.12,10340.0,Netherlands,0.38,328.09,Online,Store_B,Category_A,WFXBW,TNQUV
EMZEIR,,YQAUGSACXQFDTZSXJCCO,1023,07/28/2023 22:35,15.39,17655.0,Netherlands,0.22,237.39,Credit Card,Store_C,Category_A,NTVVP,VZGRP
YNDJEE,,PJIXXEVPYNZRVILTJAIH,297,03/27/2023 13:00,91.87,19773.0,Belgium,0.04,450.97,Credit Card,Store_A,Category_C,OHQOT,SQYID
DHBQUH,WNTMW,YXBLWLVRKQTZSXUUXDVJ,908,03/30/2023 13:04,22.79,14566.0,Germany,0.35,429.86,Online,Store_C,Category_C,PACNS,VHNVA
EVBNTC,SMHNI,SCOUULFVLSVKQUIAYFMP,803,02/15/2023 06:56,516.3,14292.0,Germany,0.01,499.42,Online,Store_C,Category_B,LUAYP,AEQDU
YAGQFB,,,354,08/20/2023 21:17,603.13,10612.0,Belgium,0.01,106.58,Credit Card,Store_C,Category_C,IHJLE,VXWEU
LGSKTG,BFCQW,FKLOTEIHHRGRNDCURLWY,165,06/03/2023 09:50,0.59,13609.0,Germany,0.34,355.61,Online,Store_A,Category_C,BPXPO,KVSUP
GWNEKH,MUJXZ,CGCFQBFGNSLCROTSPPYV,957,05/06/2023 23:35,45.22,,Belgium,0.46,369.49,Credit Card,Store_A,Category_B,EKJEL,CTWYY
PFIMIC,PHBQH,ICMVCFVVXJXEFQMNDPZK,121,10/01/2023 12:33,26.87,12349.0,United Kingdom,0.01,218.81,Cash,Store_C,Category_C,XUWRO,WZTVR
ISNQCT,FCSNK,ROAQXBLPAESWRILSLQTD,873,11/04/2023 21:11,89.78,11138.0,France,0.31,209.6,Cash,Store_C,Category_B,NMUIR,ERGWK
QYARVG,FJKDQ,IQVFLEJYBKHZGLXDMQCR,2359,11/08/2023 22:17,37.33,18545.0,Germany,0.48,212.79,Online,Store_B,Category_B,HCLAP,XGSOQ
OPYFTB,MDLYC,HHVOWRHFFLTUFIMBAWOW,185,02/04/2023 22:46,74.81,18462.0,Germany,0.19,272.31,Credit Card,Store_B,Category_B,ZDWQU,SDXJY
OLAGCA,XQPUV,TGLOCPIMTOQPVPBBPECK,593,04/03/2023 19:48,87.21,16107.0,Belgium,0.47,34.54,Cash,Store_C,Category_C,PNZXQ,SVHNG
QCLLJH,WVFQQ,ANVWGVNQDMUTSUZFSORD,154,01/28/2023 18:30,78.05,11693.0,Belgium,0.39,344.73,Cash,Store_C,Category_B,SYMTX,QTMUJ
OYKNXI,FVFDF,PLRZUOFKTIQODSZNETCU,353,07/22/2023 13:36,62.37,14226.0,Germany,0.44,374.11,Cash,Store_B,Category_B,HNMOX,NXFDI
EJUGOS,UNOJN,JFRVBKUPAOLCGEMRVZRM,2323,07/08/2023 01:38,38.18,12425.0,Belgium,0.21,266.5,Online,Store_C,Category_A,STWXI,IDHKQ
UFNYFT,STAAY,,369,04/06/2023 07:29,36.28,13691.0,United Kingdom,0.44,457.81,Credit Card,Store_C,Category_A,OWBYC,CFSPQ
SNVTES,HYXYY,NQJGFFCDYSOVOWZGXFSR,4359,05/10/2023 11:05,49.19,14416.0,France,0.14,312.7,Online,Store_A,Category_B,LQIAR,MHEIQ
DZTNHH,KJKTP,,757,10/05/2023 23:20,85.56,11529.0,Netherlands,0.16,10.73,Credit Card,Store_C,Category_B,OOPZQ,XTVEL
GYQHXO,JVSAD,EOPWVHIAHZEKSGSFYZFN,451,09/05/2023 02:55,97.32,,Belgium,0.31,153.85,Credit Card,Store_B,Category_B,XIIXR,ANFVQ
SDHYDF,GACRD,,417,05/15/2023 20:31,93.44,16717.0,Germany,0.21,377.44,Cash,Store_B,Category_A,UFEFM,ABLRQ
MLNVPY,EYHXU,FLEVTCEXWVRNXFQVCMVI,845,04/28/2023 20:32,41.66,11561.0,United Kingdom,0.47,149.6,Credit Card,Store_A,Category_B,,CKMAL
NJFENO,IEJLG,ISUXFWFCFWQPMMZBKKSG,10,12/25/2023 22:58,70.74,12403.0,Belgium,0.31,69.0,Cash,Store_B,Category_C,GHFJR,IIWRD
GKQPOO,FWDED,LKIKXYFWEMIUBCEUWNRT,981,05/24/2023 12:21,20.31,14857.0,Germany,0.33,133.66,Cash,Store_B,Category_C,AMYLP,STNLQ
OVAPEX,MFYSJ,YFBJEBKUVCHWRWMIUZBL,128,01/29/2023 05:45,16.1,,France,0.06,226.22,Cash,Store_C,Category_B,VOUJK,GFYFI
YLCMMF,LPAWW,WQOLAOECPSCDTPGBAYHX,607,12/28/2023 22:11,18.58,10386.0,France,0.17,87.37,Online,Store_B,Category_C,TITZT,IHGPX
FQDYFM,LXHTU,,274,11/12/2023 05:31,97.05,12120.0,United Kingdom,0.45,7.87,Cash,Store_B,Category_A,TPBHX,QBOWI
BEOOLH,FMBBU,VUSQPUHUTOOYUBQQIJLP,467,07/07/2023 10:32,28.35,14115.0,Netherlands,0.12,139.63,Online,Store_A,Category_B,WZIVL,
RVRQJH,KWDFI,TLTTLFADKHHCLGWMCCDZ,632,02/09/2023 05:32,29.49,12721.0,France,0.45,477.52,Credit Card,Store_A,Category_C,,KKURU
OENETC,VPHYE,PLRFUENBIJBQGZMGKYTG,734,10/22/2023 04:33,42.31,11365.0,Netherlands,0.31,157.55,Cash,Store_A,Category_C,MTSPE,HJRXF
RYJUZM,ZGTWP,EJKDYCRXNFPDKRIZFUJP,591,09/29/2023 17:57,77.17,14258.0,Belgium,0.24,58.93,Cash,Store_B,Category_C,BAKJB,ALPJL
QPILKK,SRASX,RTRRRHHMRJMMYQQNEWGT,94,05/02/2023 17:09,5.22,14467.0,United Kingdom,0.5,217.94,Credit Card,Store_C,Category_C,HQYGW,ZUSYM
OYAFVT,UKDXA,REPUAOUWGJZMPTKVFFKI,334,12/12/2023 13:36,74.81,13849.0,Netherlands,0.26,214.92,Online,Store_C,Category_C,QEWJV,TWSOS
,NFMSH,RNOBIOBESBMEROFBMYDI,746,08/17/2023 13:01,77.34,15404.0,United Kingdom,0.36,125.15,Online,Store_A,Category_A,FMHNE,
